Skor M2 (Skills),Skor M5 (Compass),Skor M8 (Ambisi),Skor M9 (Resiliensi),Semester,IPK,Ekspektasi Gaji,Minat Wirausaha,Rencana S2/Sertifikasi,Frekuensi Belajar,Level Bahasa Inggris,Motivasi,Cognitive Style,Work Style,Kultur Kerja,Ukuran Perusahaan,PCA1,PCA2,Cluster
11,9,6,7,3,4,2,3,2,2,3,prestige,strategic,small,result,big,0.5564336602925473,1.6501504855166536,2
10,9,8,7,2,4,3,4,3,2,2,money,analytical,small,formal,flex,1.492467444030817,-0.49220632785600055,1
7,8,4,2,4,4,5,3,2,2,1,money,social,solo,agile,big,-2.2386439640115983,-0.18297663111313836,0
14,8,8,9,1,4,2,5,3,4,3,money,creative,solo,formal,flex,3.7321108262112888,0.6584364502810142,1
9,8,7,5,4,3,3,3,2,2,1,prestige,analytical,big,formal,startup,-0.7230767430390725,-0.42985744303610735,2
10,10,8,5,4,4,3,4,1,1,3,prestige,analytical,solo,formal,startup,0.3380903638398123,0.7901385032017162,2
9,10,7,7,3,4,4,4,2,2,1,money,analytical,flex,result,flex,0.949342476519937,-1.0937156271406858,2
9,9,5,6,3,3,1,4,2,2,1,growth,social,small,formal,flex,-1.188158549288726,-0.4932233817405444,0
10,10,5,6,2,3,1,5,3,2,2,money,analytical,solo,formal,big,0.35900149573711,-0.5893446722429496,2
7,7,5,5,4,4,2,5,1,1,1,money,analytical,flex,collab,mid,-2.5246456729819258,-0.25965575812913205,0
12,10,8,8,1,4,3,5,1,3,2,impact,analytical,flex,formal,startup,2.409154821873356,-1.1686214186428927,1
9,10,8,6,3,4,3,4,2,2,2,freedom,strategic,solo,formal,flex,0.955162335569671,-0.36353314484768434,2
8,10,5,7,2,2,1,5,2,1,2,prestige,analytical,solo,formal,big,-0.663721567911058,-1.535822029232482,2
11,9,9,7,3,4,3,5,3,3,3,money,analytical,small,formal,big,3.139113375088227,0.273572870788852,1
14,10,8,9,5,4,2,5,2,4,3,money,strategic,big,agile,big,4.101592853230773,2.060523839827757,1
9,8,6,7,3,3,3,3,2,2,3,impact,social,small,collab,mid,0.049323007793291795,0.7308664173588227,2
11,9,8,7,5,4,3,3,2,2,2,money,social,small,result,big,1.0805703527406494,1.335473052357957,2
9,6,5,7,5,4,2,2,2,2,2,money,strategic,flex,formal,flex,-1.5430320272268507,2.7154739196780926,0
6,8,6,5,1,4,1,5,2,2,1,money,social,solo,formal,big,-1.6442177536285258,-1.8416443002679104,0
9,10,6,6,3,2,2,4,2,2,1,money,analytical,small,formal,startup,-0.36519504079453674,-1.523872441139367,2
8,10,5,7,3,3,2,3,2,2,1,impact,analytical,small,collab,flex,-0.7831202904175951,-0.704469916744739,2
11,10,5,8,3,4,1,4,2,3,2,money,analytical,small,formal,flex,0.8151204406939123,1.0496207659870411,2
9,10,7,4,2,4,2,4,3,1,1,prestige,creative,solo,formal,big,-0.4904727515650242,-1.334671501458853,2
6,9,5,5,1,3,1,3,2,1,2,impact,analytical,big,collab,startup,-2.3043768350490557,-1.0433711657439468,0
4,7,5,5,1,4,2,3,2,2,1,impact,social,small,formal,flex,-2.913109448834687,-1.378251501351701,0
6,8,9,5,4,4,3,3,3,2,1,growth,analytical,flex,result,flex,-0.10311714349019371,-0.7058827056263145,2
9,10,8,6,3,3,4,4,2,1,2,impact,strategic,small,collab,flex,0.7208422243270389,-1.206693994216234,2
12,9,7,7,4,4,3,5,3,2,2,money,analytical,flex,collab,flex,1.9932706917782221,0.5893994880522256,2
6,7,8,5,1,2,4,3,3,2,4,impact,social,small,formal,mid,0.2330028176834748,-0.8770594101243739,1
8,10,8,7,2,4,2,3,3,2,2,growth,analytical,flex,formal,big,1.052431152898536,-0.5271448370509108,2
6,8,5,3,2,4,3,3,1,1,1,money,analytical,solo,formal,big,-3.3582298957257186,-1.021018925505156,0
9,8,6,7,1,4,3,2,2,2,3,freedom,creative,flex,result,flex,-0.10868893623829834,0.8316799200254826,2
7,8,5,5,2,4,2,4,1,1,1,money,social,small,collab,big,-2.6617843386847113,-1.0047346609674868,0
8,9,7,7,3,3,2,4,3,2,2,money,social,flex,formal,flex,0.5873049047758485,-0.3823806001332504,2
11,10,5,8,2,4,2,5,2,2,3,growth,social,small,collab,flex,1.2404653050821488,0.5269293128956388,2
11,9,8,9,3,4,3,5,2,3,2,money,analytical,flex,formal,flex,2.6321282115306768,-0.10496428629416407,1
8,8,6,6,3,4,3,2,3,2,2,money,social,small,collab,mid,-0.5569269769765028,0.7653352017882772,2
9,7,5,7,3,4,2,3,2,2,2,growth,analytical,small,collab,mid,-1.0309062167033434,1.0124183473143604,0
5,9,5,7,3,3,1,3,2,2,1,impact,analytical,small,formal,big,-1.835254683632458,-0.9308036224640397,0
7,8,7,4,3,4,4,3,2,2,2,money,social,flex,collab,flex,-0.7661952338486835,-0.058121693898749806,0
11,10,5,7,3,4,2,5,1,2,2,money,analytical,small,collab,flex,0.22076641880901066,0.3588293115121424,2
7,7,6,6,4,3,2,4,2,2,1,money,strategic,big,formal,big,-1.3867145902610716,-0.5061200304913566,0
8,10,8,5,5,3,4,4,2,2,1,growth,social,big,collab,big,0.5590533137959333,-1.2563007066836507,2
6,7,7,4,3,3,3,4,2,2,1,prestige,social,small,collab,flex,-1.6438935722586394,-1.5350737823159892,0
5,8,5,3,4,2,2,3,4,1,2,freedom,strategic,solo,formal,big,-2.183827361476615,-0.3386254005060016,0
10,10,7,7,3,3,3,3,3,3,3,impact,social,solo,collab,startup,2.031166927656322,0.5035660665393097,1
7,9,7,9,2,4,3,3,2,2,1,impact,analytical,flex,formal,flex,0.26109860723752665,-1.219581498382142,2
12,9,8,7,3,4,3,5,2,2,2,money,strategic,flex,collab,flex,1.8360353239296199,0.008174244235700484,1
10,8,8,9,2,4,4,4,2,4,2,growth,analytical,flex,formal,flex,2.6634986300493044,-0.48391631135357666,1
11,8,6,7,3,4,4,3,2,3,1,money,analytical,small,collab,mid,0.541377392155697,0.02341455435061287,2
6,7,4,7,3,4,1,3,2,2,1,growth,analytical,small,collab,flex,-2.480018188967153,0.2513939224439152,0
10,9,4,9,2,3,1,4,1,2,2,impact,analytical,flex,formal,flex,-0.530316161373011,0.16549491486710405,2
7,10,6,8,3,4,2,5,2,2,1,money,social,flex,collab,flex,0.2389448423896402,-1.1656653676364812,2
9,8,6,7,3,3,2,5,2,2,2,growth,strategic,flex,collab,flex,0.14642709362623535,-0.3656367917721171,2
8,8,8,9,3,4,5,5,2,4,2,money,social,solo,collab,big,2.8062722069523827,-1.0284567317314093,1
8,9,7,7,3,3,2,5,2,2,1,freedom,strategic,flex,collab,mid,0.2145473170281872,-1.6099586686861902,2
9,9,7,6,3,4,3,5,2,2,2,money,social,flex,collab,mid,0.7049511783339628,-0.43782082297875474,2
12,9,8,8,3,4,4,4,3,3,2,impact,analytical,small,collab,startup,2.9786977903594223,-0.06792389640796798,1
9,8,8,8,3,3,2,4,2,4,1,growth,strategic,small,formal,startup,1.2652070292246702,-1.030692203456677,1
8,8,8,8,2,4,3,4,3,3,1,growth,analytical,solo,collab,big,1.4196134745581135,-1.544135031571858,1
10,9,8,10,1,3,2,5,2,4,2,growth,analytical,flex,formal,flex,2.8768759306521443,-1.4488816969663512,1
6,8,4,5,4,3,2,3,1,1,1,growth,analytical,small,collab,flex,-3.4046076218366106,-0.2048688723092287,0
8,10,5,6,2,4,1,4,2,2,4,money,analytical,small,result,flex,-0.03887970952552361,1.4220387241001007,2
9,9,7,9,2,4,4,5,2,4,1,growth,strategic,big,collab,flex,2.413522347784339,-1.7820376510279359,1
12,10,9,10,2,4,5,5,4,4,4,freedom,strategic,flex,result,flex,6.261269356370933,0.25647188573080465,1
11,10,8,8,1,2,2,5,2,3,3,growth,social,big,collab,startup,2.603694256357445,-1.4039357257550893,1
6,7,6,8,3,4,4,3,2,3,1,money,strategic,solo,collab,big,-0.29984592658474574,-0.6819004199775205,2
8,7,8,7,3,3,5,4,3,2,1,money,strategic,flex,collab,flex,0.8890936712797197,-1.695548622145569,2
8,8,6,6,3,3,2,3,2,2,2,growth,social,flex,formal,flex,-0.931710887728479,0.21538475226961037,0
8,8,5,7,3,4,2,3,2,3,2,money,creative,flex,collab,big,-0.3850580684354426,0.9005330897517816,2
10,8,5,5,5,3,2,4,1,2,3,impact,social,solo,formal,big,-0.9540771481754562,1.8619448806875691,2
10,8,5,7,3,4,2,2,2,2,2,money,social,solo,collab,big,-0.8857975747533429,1.5243532133632605,0
10,8,10,7,5,4,3,5,3,3,3,money,analytical,big,formal,flex,3.0419417178369046,1.0809855251689757,1
8,8,6,5,3,4,3,4,2,2,2,growth,social,flex,result,flex,-0.5447061346079642,0.0562852100298643,2
7,10,8,6,1,4,3,5,3,2,1,growth,social,big,collab,mid,1.0152844012920745,-2.899389039413261,2
9,10,4,5,3,4,1,4,1,1,1,prestige,analytical,small,agile,big,-2.2133330640923954,-0.16618235147439867,0
10,10,9,7,3,3,2,4,3,3,2,money,analytical,flex,collab,flex,2.3675676681959463,-0.47919621717716937,1
7,10,7,7,3,4,3,4,2,2,2,freedom,analytical,flex,formal,mid,0.646016802839285,-0.6187686304326523,2
7,8,7,7,3,3,2,5,3,2,2,impact,social,small,collab,flex,0.39361491506640595,-0.9521842010162821,2
10,10,7,9,1,2,2,5,2,4,2,growth,analytical,big,formal,flex,2.507738191203023,-1.9597448701095506,1
7,8,5,7,3,4,1,4,2,2,1,money,creative,flex,agile,flex,-1.383052966950449,-0.07765626489140212,0
11,10,8,9,1,2,3,5,1,3,2,growth,analytical,flex,formal,flex,2.3739574014743527,-2.1835294666342935,1
9,10,8,10,1,4,1,5,4,4,2,money,analytical,flex,collab,flex,3.6116185930847005,-1.0052035778326516,1
13,9,8,9,3,4,3,3,2,3,3,money,creative,solo,formal,big,2.718420316896856,1.6007334056933489,1
7,7,6,7,3,4,4,4,1,2,1,prestige,analytical,small,collab,mid,-1.044990842722643,-1.0371744509169938,0
10,9,8,8,2,4,2,4,3,3,3,growth,analytical,solo,collab,mid,2.3933029928966945,0.36187215252984034,1
8,7,5,3,3,3,1,4,2,1,4,impact,social,small,formal,flex,-2.207681109508628,1.7028813453883707,0
9,8,7,9,2,4,2,4,3,4,2,growth,analytical,flex,formal,flex,2.08043432500627,-0.026689994861191203,1
11,8,4,6,4,4,1,3,1,2,2,growth,strategic,flex,formal,flex,-1.604027935354871,2.2575411985888136,0
10,9,5,7,3,4,2,5,1,2,2,money,social,flex,formal,flex,-0.208404033736525,0.4147998588304566,2
9,10,7,5,3,4,3,4,2,1,2,growth,analytical,small,formal,big,-0.030869531127601227,-0.45553517217681844,2
6,8,5,8,1,4,5,5,1,2,2,money,analytical,small,result,flex,-0.1705788719358129,-1.8377418728077948,2
13,9,5,7,4,4,2,3,2,2,3,prestige,analytical,flex,collab,startup,0.67883677558755,2.6428049651676186,2
12,9,5,6,4,3,1,4,1,2,4,growth,strategic,flex,formal,flex,0.04526634564216897,2.709562140600251,2
9,9,5,8,4,3,2,3,2,2,2,freedom,social,flex,agile,flex,-0.19228956085624466,0.8969628144368268,2
7,8,6,7,3,3,3,4,2,2,1,growth,analytical,small,collab,mid,-0.6330379119029979,-1.4469867168007553,2
9,8,6,7,1,4,2,5,2,2,2,money,social,small,collab,flex,-0.024976921991713488,-0.771545503240987,2
11,10,5,6,4,3,2,3,2,2,4,growth,social,flex,formal,flex,0.5283066342320832,2.502595325431905,2
13,10,8,8,4,3,3,4,3,3,3,impact,creative,solo,result,mid,3.4658022849181145,0.9782722658425683,1
13,10,6,8,4,4,2,4,2,3,4,money,analytical,flex,agile,flex,2.5697092215946737,2.925895113470783,1
6,7,5,5,1,2,1,4,2,1,1,money,strategic,small,formal,flex,-3.1135394185834873,-2.0603453125143765,0
9,8,6,6,3,3,2,3,3,2,2,impact,analytical,solo,formal,flex,-0.36012126411878326,0.3381677004925499,2
10,8,6,7,1,4,5,5,2,2,2,money,social,solo,collab,flex,0.9791362300650293,-1.2899052174516674,2
8,8,4,5,3,4,2,3,2,2,2,prestige,strategic,solo,collab,startup,-1.7483011994462672,0.9071972829220372,0
6,8,6,7,3,4,3,3,2,2,1,prestige,social,small,collab,flex,-1.1132956907911111,-0.6644690559624405,0
12,10,7,7,3,4,5,4,2,3,2,growth,social,small,formal,big,2.4815800875439553,-0.25365115989792625,1
9,10,8,8,3,4,1,5,3,2,1,growth,analytical,flex,collab,flex,1.4592675382609728,-1.038774057568796,2
13,9,8,7,3,4,4,5,3,2,3,impact,analytical,small,collab,big,3.0559815059804785,0.36899754473239954,1
5,8,5,5,1,3,3,3,2,1,1,growth,analytical,small,formal,flex,-2.664455923076028,-2.14243281382048,0
6,8,6,5,3,3,3,3,2,2,1,money,social,big,formal,flex,-1.686006634884417,-1.0533379737961985,0
11,8,5,7,1,4,1,5,2,2,3,growth,social,big,formal,mid,0.18246143023455758,0.5317130126042342,2
6,7,5,7,1,4,2,4,2,2,1,growth,analytical,small,result,flex,-1.645514121129752,-1.431072753074561,0
6,8,3,4,3,4,2,3,1,1,1,money,analytical,solo,formal,flex,-4.006141582364537,0.1128491290225527,0
12,8,8,7,3,4,3,3,3,2,4,money,social,flex,collab,startup,2.083875906483069,2.2174606370658156,1
13,10,7,9,1,2,3,5,1,4,4,growth,analytical,big,formal,big,3.587977225748748,-0.3351257788172996,1
5,8,7,5,3,4,2,4,3,1,1,growth,strategic,small,collab,startup,-1.4499096278491803,-1.3336322794221893,0
9,8,6,7,3,1,2,4,2,2,2,prestige,social,small,collab,big,-0.3254855859024352,-1.069341060459155,2
10,10,8,9,1,2,2,5,3,3,2,money,analytical,flex,formal,mid,2.7672442202220777,-2.117259230467489,1
6,7,5,6,3,4,1,5,2,2,2,money,analytical,solo,formal,flex,-1.6044335272429657,0.18813873580832813,0
12,9,8,9,5,3,2,5,3,3,2,growth,analytical,small,collab,mid,2.9703715473536976,0.49602397571486906,1
10,10,7,9,3,4,1,4,3,4,3,growth,analytical,flex,agile,flex,2.94263743715346,1.2606255812044778,1
8,6,8,7,4,4,3,5,3,2,2,money,analytical,solo,collab,flex,0.6835793116607063,0.13290859356649187,2
10,10,8,8,3,4,5,5,2,3,2,prestige,analytical,solo,result,startup,3.0400917489215833,-1.114798543912593,1
7,7,3,5,3,4,2,3,1,1,1,money,social,small,collab,flex,-3.863649922554821,0.4100438726155567,0
10,10,8,7,1,4,2,5,2,2,3,money,analytical,small,collab,flex,1.6782359685245547,-0.520761046985621,1
12,7,7,7,3,4,3,3,2,3,3,growth,social,small,collab,mid,1.1454724918308863,1.7643797854706043,1
9,9,7,10,5,2,3,5,2,4,1,growth,analytical,flex,formal,startup,2.4059607051655783,-1.1555726544761775,1
6,8,5,7,2,4,1,5,2,2,1,growth,analytical,flex,formal,flex,-1.2922560605662254,-1.1984312683982108,0
9,10,7,8,5,4,3,4,2,3,2,money,analytical,small,collab,mid,1.6891088991239416,0.7077193720828157,2
8,8,6,9,4,2,2,4,2,2,1,freedom,strategic,small,formal,flex,-0.27748317758646496,-0.8879453371559501,2
8,8,6,5,3,4,3,3,2,3,3,money,analytical,small,formal,big,-0.11990377958924014,1.1544655690873327,2
9,8,5,6,1,4,1,4,2,2,1,prestige,social,small,formal,flex,-1.47438002261052,-0.7666417442017112,0
9,8,5,6,2,4,1,4,2,2,1,impact,analytical,small,collab,mid,-1.3662219859517568,-0.4400956766872682,0
9,9,6,7,3,3,2,5,2,2,2,growth,strategic,small,agile,startup,0.38703320980774386,-0.6454273132651298,2
8,8,6,6,3,4,1,3,3,2,2,money,social,small,collab,big,-0.7669164306695215,0.8351828683426996,2
6,8,7,6,2,4,1,5,2,2,1,growth,analytical,small,formal,flex,-1.0406618706383595,-1.5840870906169764,0
10,10,8,9,3,4,5,5,3,4,2,prestige,analytical,big,formal,big,4.241300443757582,-1.0898109701768846,1
8,8,8,7,3,4,2,4,2,3,2,money,creative,solo,formal,flex,0.6501590400895261,0.1205625136293152,2
13,10,8,9,2,2,2,5,1,3,4,freedom,social,big,result,mid,3.120954664549969,0.19399864775342976,1
11,10,8,9,1,2,3,5,1,4,2,growth,analytical,big,collab,startup,2.8824600429134084,-2.29368027058608,1
11,10,7,9,2,2,2,5,1,4,2,growth,analytical,big,collab,startup,2.3304538253450446,-1.4336623922216658,1
9,8,5,6,5,4,1,5,2,2,1,prestige,analytical,small,collab,mid,-1.024859783608965,0.5687384963398675,2
8,9,9,8,2,3,2,5,3,3,2,money,social,flex,collab,flex,2.2243286732801306,-1.4956435641070642,1
10,10,8,10,3,2,2,5,2,4,2,growth,social,flex,collab,mid,3.1476278766752395,-1.2285585852861496,1
12,7,5,7,3,4,2,3,2,2,3,money,social,small,formal,mid,-0.28175020630993175,2.3870032076575467,2
13,8,6,8,3,3,1,4,2,3,4,money,analytical,small,formal,flex,1.5344639665033672,2.488560743301893,1
12,10,10,7,3,4,4,5,3,2,4,impact,strategic,solo,collab,mid,4.059104165003506,0.5142879400190816,1
11,10,8,10,1,2,2,5,2,4,2,freedom,social,flex,result,startup,3.309295504102028,-1.9450389004062902,1
6,8,5,5,3,4,2,3,2,2,2,impact,creative,small,agile,mid,-1.8188972872836133,0.37727451937536843,0
12,10,9,10,2,2,3,5,2,4,3,freedom,analytical,flex,result,startup,4.450334336007606,-1.0200522217612418,1
4,6,5,3,2,3,2,2,2,1,2,money,creative,small,collab,flex,-4.157602322666171,-0.14160550583419507,0
9,8,7,9,5,2,3,3,2,2,2,impact,analytical,small,collab,big,0.6329132373314943,0.24738144538822524,2
9,8,7,5,1,4,2,4,2,2,2,growth,social,small,collab,flex,-0.4871378205025318,-0.6661748055988505,2
7,6,5,6,2,3,1,4,3,2,2,growth,social,solo,collab,flex,-1.578749156839669,-0.152430035674166,0
9,9,6,8,1,4,2,5,2,3,2,impact,analytical,small,formal,flex,1.035887658131285,-0.9407409869928652,2
6,8,3,1,3,3,2,3,1,1,2,money,analytical,small,formal,mid,-4.526433588242068,0.2592968496847073,0
7,9,7,7,2,3,2,5,2,3,2,impact,analytical,small,formal,flex,0.6905839402962353,-1.4709852320560792,2
8,8,7,8,1,4,2,3,3,4,2,impact,analytical,flex,formal,big,1.3788760399265083,-0.38367403349939283,1
4,8,5,3,1,3,2,5,2,1,1,prestige,analytical,solo,collab,big,-2.9895715601846136,-2.912361019871318,0
10,7,8,7,2,4,3,3,3,3,2,money,analytical,flex,collab,flex,1.252231651037302,0.2738151127483421,1
13,8,6,8,4,4,2,4,2,3,4,growth,strategic,small,agile,flex,1.9755785060992404,3.0954906631515136,1
13,8,6,8,4,4,2,4,2,3,4,money,strategic,flex,agile,mid,2.030774700929413,3.1715492536628402,1
12,9,5,7,4,4,2,4,1,4,4,freedom,creative,solo,collab,flex,1.5015252043935765,3.0545738864193646,1
9,10,5,7,4,3,1,4,2,2,3,money,analytical,small,formal,mid,0.0325671502979214,1.2608948110641822,2
9,10,7,7,4,4,2,4,2,3,2,impact,creative,solo,formal,mid,1.1457126429480273,0.45582573587259195,2
8,9,5,3,3,4,2,3,2,2,2,money,analytical,solo,formal,big,-1.733830814291385,0.6482788220391653,0
10,9,8,9,3,3,2,4,2,2,2,money,analytical,flex,formal,flex,1.377686183116112,-0.20014276341192164,2
6,7,5,6,3,4,2,3,2,1,1,freedom,strategic,flex,formal,flex,-2.5970601023954956,-0.09241802082211151,0
8,9,7,7,3,4,2,5,2,2,1,growth,social,small,collab,mid,0.14912712067737688,-1.2385331137670335,2
11,9,8,7,3,3,3,5,3,2,1,impact,analytical,small,formal,big,1.6942081411690977,-1.62341759876085,1
9,8,8,9,2,4,2,5,2,2,2,money,social,flex,collab,flex,1.2260012925260086,-0.5952783590115103,2
9,8,6,8,2,4,2,4,2,2,1,prestige,analytical,small,formal,mid,-0.299345351313924,-0.8026562371644049,2
9,10,8,8,5,3,2,5,2,3,2,money,analytical,small,collab,startup,1.979538011040753,-0.08617313141902203,1
6,8,5,7,2,4,3,3,2,2,2,growth,strategic,small,collab,mid,-1.0441859048041702,-0.32140986757405804,0
6,8,5,6,3,4,2,3,1,2,1,freedom,analytical,small,collab,big,-2.293402279683088,-0.3618353275018826,0
10,9,5,7,3,4,2,3,2,2,2,money,analytical,small,collab,mid,-0.35033648676184265,0.9957780103472366,2
9,9,7,9,1,3,3,5,2,2,4,impact,analytical,flex,collab,flex,2.129704919864732,-0.41397531387547776,1
11,9,5,5,4,3,1,3,2,2,4,freedom,analytical,flex,agile,flex,-0.20404147938820932,2.895205810464883,2
12,8,5,7,5,4,2,3,2,2,4,growth,creative,small,formal,flex,0.4269399302889883,3.847930240743761,2
9,7,5,7,3,4,2,3,2,2,1,growth,analytical,small,collab,mid,-1.3594456684065865,0.29597563156651524,0
8,8,5,6,3,4,2,4,1,2,1,growth,social,small,collab,flex,-1.7327683372631288,-0.3002730365436543,0
11,10,5,8,4,3,1,4,1,4,3,growth,creative,small,collab,flex,1.213887913657353,1.7359031150696318,1
9,8,8,7,3,4,2,4,3,2,1,money,analytical,flex,agile,mid,0.6188751987789913,-0.5741489529040896,2
9,9,6,8,4,4,1,4,2,3,3,freedom,strategic,solo,collab,flex,0.9147976294305689,1.8163262227247665,2
6,7,5,5,5,4,1,4,2,2,1,prestige,analytical,small,result,flex,-2.3751588752742387,0.6468835491857005,0
11,10,4,7,3,4,1,4,2,2,2,money,social,flex,formal,flex,-0.1738550395293067,1.2131341401293143,2
10,8,5,8,5,3,5,5,2,2,1,growth,analytical,flex,collab,big,0.8673429867922777,-0.6779960036516993,2
12,8,6,6,3,4,4,5,2,2,2,money,strategic,flex,formal,flex,0.9292764118285368,0.2650875187844233,2
6,8,5,5,1,4,1,3,2,2,1,impact,social,flex,collab,flex,-2.430674134376256,-0.9044862728017732,0
11,10,8,8,3,4,4,4,2,4,2,growth,analytical,small,collab,startup,3.118407035014079,-0.3128766857702748,1
9,10,5,7,4,3,2,2,2,2,3,growth,analytical,flex,formal,mid,-0.12656186995501384,1.7248344411905128,2
9,10,6,7,3,4,5,5,2,2,3,growth,social,solo,agile,big,1.8513591177235096,-0.32143197815350005,1
9,8,7,6,5,4,3,4,2,2,2,money,analytical,flex,formal,flex,0.18801191063585682,1.0702944868502235,2
8,9,5,7,3,3,2,3,2,2,1,growth,analytical,small,formal,mid,-1.066228603412542,-0.6183776811249388,0
9,9,6,7,4,4,2,4,2,1,1,money,social,small,collab,flex,-0.7705846668214125,0.03996890448925224,2
6,8,5,4,3,4,2,3,2,2,2,money,analytical,small,formal,flex,-2.1739743398456173,0.5296005096453684,0
7,8,5,7,3,4,1,4,2,2,1,prestige,analytical,solo,formal,big,-1.411390155312231,-0.30262683251878497,0
9,9,7,7,4,4,3,5,2,1,2,money,analytical,small,collab,big,0.5109948621544671,-0.14567101353609618,2
4,8,4,7,1,1,5,5,1,1,1,money,social,small,formal,flex,-2.1330029696896347,-4.1823126278197735,0
6,8,6,5,2,4,2,4,2,2,1,impact,analytical,big,formal,flex,-1.567498973536041,-1.2902037731311597,0
8,9,5,7,2,3,2,4,2,2,3,money,analytical,flex,agile,flex,-0.06076074295721845,0.201780694529442,2
7,8,7,7,2,3,3,5,3,2,1,money,analytical,solo,collab,flex,0.32962338615591513,-2.2599361748951323,2
9,10,8,7,2,2,2,5,3,2,2,money,analytical,solo,collab,big,1.6067860166719334,-1.9861965576459422,1
6,8,6,6,1,4,2,4,2,2,2,impact,social,small,collab,flex,-1.0710377977768915,-1.0172533406416018,0
8,9,4,7,5,3,1,2,1,2,2,prestige,analytical,small,collab,mid,-1.9791213659766707,1.8055763728697787,0
11,10,5,8,5,4,1,4,2,2,3,money,analytical,flex,formal,big,0.8623291064548997,2.5538312720936402,2
6,8,3,6,3,1,2,3,1,2,1,prestige,analytical,small,collab,flex,-3.107619507390094,-1.335031439930441,0
6,7,3,5,2,2,1,5,1,1,1,prestige,analytical,big,formal,big,-3.7012933925053617,-1.8585523976061578,0
8,8,6,5,3,3,3,4,2,2,2,money,analytical,small,collab,mid,-0.7033439757354414,-0.46030505133318683,2
8,8,7,9,2,4,1,5,3,4,2,growth,analytical,big,formal,big,1.9469752709183243,-0.5063857228845255,1
9,9,8,7,3,4,3,3,3,2,2,money,analytical,big,formal,big,1.1740070266200144,0.046823773555818717,2
6,8,4,3,5,4,1,3,2,2,1,prestige,analytical,small,agile,big,-3.156817382770165,0.9386938761030891,0
2,10,2,5,3,4,1,1,2,4,1,freedom,analytical,solo,result,flex,-3.107477737711584,0.39598198120138034,0
12,8,8,9,3,4,4,3,3,4,3,growth,analytical,flex,agile,flex,3.5792476153012407,1.3947998079331583,1
9,10,6,5,2,4,2,4,2,1,2,growth,strategic,small,collab,mid,-0.643596139988907,-0.46432691284969035,2
13,8,5,9,3,4,2,3,2,2,2,money,creative,small,agile,mid,0.45188566611501196,1.7032787580432545,2
9,9,7,7,3,4,2,5,2,3,2,impact,analytical,solo,collab,mid,1.1749218633099243,-0.2698711232187959,2
6,8,7,6,3,3,3,5,2,2,1,money,social,small,collab,big,-0.5290714491739481,-2.081379228068648,2
4,8,3,3,1,4,2,1,2,1,1,growth,strategic,flex,formal,big,-4.621598657576187,-0.5563227574417241,0
8,9,5,6,3,4,2,3,2,2,1,money,analytical,solo,formal,flex,-1.3245220336674917,0.04318264856623207,0
12,9,10,9,4,4,3,5,3,3,2,money,creative,flex,collab,big,3.951927162409899,0.07758512502422973,1
8,8,6,7,3,4,1,5,2,2,2,money,strategic,flex,collab,flex,-0.3003242144520155,0.26543301093199995,2
7,7,4,3,1,4,2,3,1,1,2,prestige,strategic,small,formal,mid,-3.753356473489454,-0.07307353813761605,0
13,10,8,7,2,4,3,4,3,2,3,money,creative,small,agile,startup,2.7045187493771663,0.5215308357955802,1
6,8,5,3,4,4,1,5,2,1,1,impact,analytical,small,collab,flex,-2.853349686265325,-0.429151477670577,0
12,9,9,6,3,4,3,5,3,2,3,prestige,analytical,solo,formal,big,2.6265821893026864,0.32479194581864707,1
9,8,4,7,1,4,2,3,1,2,2,prestige,analytical,small,formal,big,-1.5428063595906707,0.1463640548337425,0
10,10,8,7,1,3,3,5,3,3,3,impact,analytical,flex,formal,flex,2.9119402782187374,-1.19760293122048,1
9,8,3,5,3,4,2,3,1,2,2,money,analytical,small,formal,flex,-2.4204530052344246,1.4001977254986961,0
7,10,5,8,5,3,1,4,2,2,2,money,analytical,small,collab,mid,-0.33758547757828355,0.6337282612642698,2
6,8,5,4,3,3,1,3,2,2,1,freedom,creative,solo,agile,flex,-2.7317771053434026,-0.44495076925379085,0
8,10,6,7,3,4,2,4,2,2,2,freedom,strategic,small,formal,startup,0.18002148653350736,-0.0831579176355288,2
11,10,8,9,1,2,3,5,1,3,2,growth,analytical,big,collab,big,2.4335803926976283,-2.3698404870326986,1
10,9,6,8,3,4,3,2,2,2,4,money,analytical,solo,formal,startup,0.8702252832941024,2.420149774841371,2
12,8,8,8,3,3,5,4,3,4,3,money,social,big,agile,startup,3.7394720415518,0.2678797929253888,1
7,7,5,5,3,4,1,3,2,1,2,growth,social,solo,collab,flex,-2.693973905997381,0.9425391645712577,0
5,10,7,4,3,4,2,3,3,1,1,money,creative,solo,collab,flex,-1.5253363781962352,-1.0393868526296168,0
8,8,8,5,1,4,3,4,3,2,1,growth,social,small,collab,startup,0.05105564638812976,-2.070278614318156,2
8,9,3,7,1,4,1,4,1,1,2,prestige,social,flex,collab,flex,-2.1843287763324737,-0.05906577456177387,0
8,7,8,8,1,4,2,5,3,4,2,money,strategic,flex,formal,flex,1.8802918653637524,-0.9267549193871898,1
7,8,6,5,1,4,2,4,2,2,2,freedom,strategic,flex,formal,flex,-1.062446439535758,-0.734015876449097,0
12,9,6,9,3,4,2,5,2,2,4,money,analytical,solo,collab,big,2.127382745760409,1.8547423565844179,1
